Ch	LOCODE	Name	NameWoDiacritics	SubDiv	Function	Status	Date	IATA	Coordinates	Remarks
 	US  AHG 	Stratford 	Stratford 	NY 	--3--6-- 	RL 	0607 	 	4311N 07442W 	 
 	US  SMH 	Stratham 	Stratham 	NH 	--3----- 	RQ 	9307 	 	 	 
 	US  SMM 	Strathmere 	Strathmere 	NJ 	--3----- 	RQ 	9307 	 	 	 
 	US  SMJ 	Strathmore 	Strathmore 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  ST5 	Stratton 	Stratton 	OH 	--3----- 	RL 	0901 	 	4031N 08037W 	 
 	US  TIU 	Stratton Mountain 	Stratton Mountain 	VT 	--3----- 	RL 	1307 	 	4307N 07254W 	 
 	US  UYY 	Straughn 	Straughn 	IN 	--3----- 	RQ 	9008 	 	 	 
 	US  STW 	Strausstown 	Strausstown 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  SP5 	Strawberry Point 	Strawberry Point 	IA 	--3--6-- 	RL 	0607 	 	4241N 09132W 	 
 	US  SMW 	Streamwood 	Streamwood 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  STR 	Streator 	Streator 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  ST6 	Street 	Street 	MD 	--3----- 	RL 	0901 	 	3940N 07622W 	 
 	US  SBH 	Streetsboro 	Streetsboro 	OH 	--3----- 	RQ 	9806 	 	 	 
 	US  XMS 	Strinestown 	Strinestown 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  SG6 	Stringtown 	Stringtown 	OK 	--3----- 	RL 	0901 	 	3428N 09603W 	 
 	US  SXE 	Strong 	Strong 	ME 	--3----- 	RQ 	9307 	 	 	 
 	US  TAQ 	Strong 	Strong 	AR 	-23----- 	RL 	0901 	 	3306N 09220W 	 
 	US  QGN 	Strongstown 	Strongstown 	PA 	--3----- 	AA 	1507 	 	4033N 07855W 	 
 	US  SSV 	Strongsville 	Strongsville 	OH 	--3----- 	RQ 	9307 	 	 	 
 	US  SUD 	Stroud 	Stroud 	OK 	---4---- 	AI 	0001 	 	 	 
 	US  SDG 	Stroudsburg 	Stroudsburg 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  UCT 	Strum 	Strum 	WI 	--3----- 	RL 	0607 	 	4433N 09123W 	 
 	US  TRS 	Struthers 	Struthers 	OH 	--3----- 	RL 	0401 	 	4103N 08036W 	 
 	US  KRT 	Stryker 	Stryker 	OH 	-23----- 	RL 	0401 	 	4130N 08424W 	 
 	US  YKR 	Strykersville 	Strykersville 	NY 	--3----- 	RL 	0901 	 	4242N 07826W 	 
 	US  ST2 	Stuart 	Stuart 	VA 	--3----- 	RL 	0607 	 	3638N 08016W 	 
 	US  SUA 	Stuart 	Stuart 	FL 	--34---- 	AI 	9601 	 	 	 
 	US  TZT 	Stuart 	Stuart 	IA 	--3----- 	RL 	0901 	 	4130N 09419W 	 
 	US  SSW 	Stuart Island 	Stuart Island 	WA 	---4---- 	AI 	0001 	 	 	 
 	US  TUD 	Stuarts Draft 	Stuarts Draft 	VA 	-23----- 	RL 	0407 	 	3801N 07902W 	 
 	US  SCY 	Studio City 	Studio City 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  TBI 	Sturbridge 	Sturbridge 	MA 	--3----- 	RL 	0901 	 	4206N 07204W 	 
 	US  SUE 	Sturgeon Bay 	Sturgeon Bay 	WI 	---4---- 	AI 	9601 	 	 	 
 	US  IRS 	Sturgis 	Sturgis 	MI 	---4---- 	AI 	9601 	 	 	 
+ 	US  S5G 	Sturgis 	Sturgis 	MS 	--3----- 	RL 	1601 	 	3320N 08902W 	 
 	US  TUG 	Sturgis 	Sturgis 	KY 	-234-6-- 	RL 	0401 	 	3732N 08759W 	 
 	US  ZTI 	Sturgis 	Sturgis 	SD 	--3----- 	RL 	0701 	 	4425N 10330W 	 
 	US  SRX 	Sturtevant 	Sturtevant 	WI 	--3----- 	RQ 	9307 	 	 	 
 	US  VUR 	Stuttgart 	Stuttgart 	AR 	--3----- 	RL 	1301 	 	3429N 09133W 	 
 	US  SGT 	Stuttgart 	Stuttgart 	AR 	---4---- 	AI 	9601 	 	 	 
 	US  S9U 	Suamico 	Suamico 	WI 	--3----- 	RL 	1301 	 	4437N 08802W 	 
 	US  SB9 	Sublette 	Sublette 	KS 	--3--6-- 	RL 	1107 	 	3729N 10051W 	 
 	US  SUZ 	Sublimity 	Sublimity 	OR 	--3----- 	RQ 	9307 	 	 	 
 	US  SQJ 	Succasunna 	Succasunna 	NJ 	--3----- 	RQ 	9307 	 	 	 
 	US  SUQ 	Success 	Success 	MO 	--3----- 	RQ 	9307 	 	 	 
 	US  SDU 	Sudan 	Sudan 	TX 	--3----- 	RQ 	9307 	 	 	 
 	US  SUR 	Sudbury 	Sudbury 	MA 	--3----- 	RQ 	9307 	 	 	 
 	US  SUJ 	Suffern 	Suffern 	NY 	--3----- 	RQ 	9307 	 	 	 
 	US  XLV 	Suffield 	Suffield 	CT 	--3----- 	RQ 	9307 	 	 	 
 	US  SUF 	Suffolk 	Suffolk 	VA 	--3----- 	RQ 	9307 	 	 	 
 	US  HJD 	Sugar City 	Sugar City 	ID 	1-3----- 	RL 	1101 	 	4352N 11144W 	 
 	US  SKX 	Sugar Creek 	Sugar Creek 	MO 	--3----- 	RL 	0201 	 	3907N 09427W 	 
 	US  UGC 	Sugar Creek 	Sugar Creek 	OH 	--3--6-- 	RL 	0401 	 	3922N 08204W 	 
 	US  S2G 	Sugar Grove 	Sugar Grove 	IL 	-23----- 	RL 	1401 	 	4145N 08826W 	 
 	US  SGX 	Sugar Grove 	Sugar Grove 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  UGH 	Sugar Hill 	Sugar Hill 	GA 	--3----- 	RL 	0901 	 	3217N 08339W 	 
 	US  SGR 	Sugar Land 	Sugar Land 	TX 	-234---- 	AI 	0212 	 	2936N 09538W 	 
 	US  UGL 	Sugar Loaf 	Sugar Loaf 	NY 	-23----- 	RL 	0607 	 	4119N 07417W 	 
 	US  S9N 	Sugar Run 	Sugar Run 	PA 	--3----- 	RL 	1407 	 	4138N 07614W 	 
 	US  UGA 	Sugar Valley 	Sugar Valley 	GA 	--3--6-- 	RL 	0401 	 	3433N 08500W 	 
 	US  ZSU 	Sugarcreek 	Sugarcreek 	OH 	123--6-- 	RL 	0307 	 	4030N 08138W 	 
 	US  TKB 	Sugarland 	Sugarland 	MD 	--3--6-- 	RL 	0901 	 	3427N 09157W 	 
 	US  SIX 	Suisun City 	Suisun City 	CA 	--3----- 	RL 	0307 	 	3814N 12202W 	 
 	US  SIL 	Suitland 	Suitland 	MD 	--3----- 	RL 	9909 	 	 	 
 	US  SUG 	Sulligent 	Sulligent 	AL 	--3----- 	RQ 	9008 	 	 	 
 	US  XSV 	Sullivan 	Sullivan 	MO 	--3----- 	RL 	0201 	 	3812N 09110W 	 
 	US  UVS 	Sullivan 	Sullivan 	OH 	--3----- 	RL 	1207 	 	4101N 08213W 	 
 	US  SIV 	Sullivan 	Sullivan 	IN 	---4---- 	AI 	0001 	 	 	 
 	US  ULV 	Sullivan 	Sullivan 	NH 	--3--6-- 	RL 	0507 	 	4300N 07213W 	 
 	US  ULI 	Sullivan 	Sullivan 	IL 	-23--6-- 	RL 	0401 	 	3935N 08836W 	 
 	US  UVT 	Sullivan City 	Sullivan City 	TX 	--3----- 	RL 	0901 	 	2616N 09833W 	 
 	US  ULX 	Sully 	Sully 	IA 	--3----- 	RL 	0701 	 	4134N 09250W 	 
 	US  LPU 	Sulphur 	Sulphur 	OK 	-23----- 	RL 	0701 	 	3430N 09658W 	 
 	US  SLP 	Sulphur 	Sulphur 	LA 	--3----- 	RQ 	9307 	 	 	 
 	US  SLR 	Sulphur Springs 	Sulphur Springs 	TX 	---4---- 	AI 	9601 	 	 	 
 	US  UUS 	Sulphur Springs 	Sulphur Springs 	AR 	--3----- 	RL 	0701 	 	3304N 09201W 	 
 	US  ULN 	Sultan 	Sultan 	WA 	-23----- 	RL 	0701 	 	4751N 12148W 	 
 	US  ULT 	Sultana 	Sultana 	CA 	--3----- 	RL 	0407 	 	3632N 11920W 	 
 	US  ACF 	Sumas 	Sumas 	WA 	--3----B 	RN 	0105 	 	4900N 12216W 	 
 	US  ASZ 	Sumiton 	Sumiton 	AL 	123----- 	RL 	0507 	 	3345N 08703W 	 
 	US  SU4 	Summer Shade 	Summer Shade 	KY 	--3--6-- 	RL 	0901 	 	3653N 08542W 	 
 	US  URL 	Summerdale 	Summerdale 	AL 	--3----- 	RL 	0501 	 	3029N 08741W 	 
 	US  UME 	Summerfield 	Summerfield 	NC 	-23--6-- 	RL 	0401 	 	3612N 07954W 	 
 	US  FSF 	Summerfield 	Summerfield 	FL 	-23----- 	RL 	0607 	 	2901N 08202W 	 
 	US  KSF 	Summerfield 	Summerfield 	TX 	--3----- 	RL 	0701 	 	3243N 09501W 	 
 	US  SUH 	Summerhill 	Summerhill 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  UMD 	Summerland 	Summerland 	CA 	-23--6-- 	RL 	0607 	 	3425N 11936W 	 
 	US  SK3 	Summerland Key 	Summerland Key 	FL 	1-3----- 	RL 	0607 	 	2439N 08127W 	 
 	US  S3U 	Summers 	Summers 	AR 	--3----- 	RL 	1407 	 	3558N 09429W 	 
 	US  SWV 	Summersville 	Summersville 	WV 	--3----- 	RQ 	9307 	 	 	 
 	US  UMR 	Summerton 	Summerton 	SC 	--3----- 	RL 	0401 	 	3336N 08021W 	 
 	US  URV 	Summerville 	Summerville 	PA 	--3----- 	RL 	0901 	 	4106N 07911W 	 
 	US  UZC 	Summerville 	Summerville 	SC 	--3----- 	RQ 	9008 	 	 	 
 	US  ZSE 	Summerville 	Summerville 	GA 	-23--6-- 	RL 	0401 	 	3428N 08520W 	 
 	US  AAO 	Summit 	Summit 	SC 	--3----- 	RQ 	9008 	 	 	 
 	US  XMV 	Summit 	Summit 	IL 	--3----- 	RL 	9307 	 	4147N 08748W 	 
 	US  UYX 	Summit 	Summit 	NJ 	--3----- 	RQ 	9008 	 	 	 
 	US  UMM 	Summit 	Summit 	AK 	---4---- 	AI 	0001 	 	 	 
 	US  ITG 	Summit 	Summit 	IL 	-23-5--- 	RQ 	0907 	 	4147N 08748W 	Under scrutiny 
 	US  SMZ 	Summit 	Summit 	AL 	--3----- 	RQ 	9307 	 	 	 
 	US  2MM 	Summit 	Summit 	MS 	--3----- 	RL 	1207 	 	3117N 09028W 	 
 	US  SZS 	Summit 	Summit 	PA 	--3----- 	RL 	0401 	 	4027N 07834W 	 
 	US  SWP 	Summit Point 	Summit Point 	WV 	-23----- 	RL 	0607 	 	3915N 07758W 	 
 	US  SM9 	Summit Station 	Summit Station 	PA 	--3----- 	RL 	0901 	 	4033N 07612W 	 
 	US  SVO 	Summitville 	Summitville 	OH 	--3----- 	RQ 	9307 	 	 	 
 	US  VVL 	Summitville 	Summitville 	IN 	--3----- 	RL 	0201 	 	4020N 08538W 	 
 	US  S5U 	Sumner 	Sumner 	MS 	--3----- 	RL 	1407 	 	3358N 09022W 	 
 	US  SXG 	Sumner 	Sumner 	GA 	-23--6-- 	RL 	0607 	 	3131N 08344W 	 
 	US  UMN 	Sumner 	Sumner 	TX 	--3--6-- 	RL 	0607 	 	3344N 09540W 	 
 	US  XMH 	Sumner 	Sumner 	WA 	--3----- 	RQ 	9307 	 	 	 
+ 	US  S5N 	Sumneytown 	Sumneytown 	PA 	--3----- 	RL 	1601 	 	4019N 07527W 	 
 	US  UAL 	Sumrall, Lamar 	Sumrall, Lamar 	MS 	--3--6-- 	RL 	0607 	 	3125N 08932W 	 
 	US  SSC 	Sumter 	Sumter 	SC 	---4---- 	AI 	9601 	 	 	 
 	US  UMV 	Sumterville 	Sumterville 	FL 	-23----- 	RL 	0701 	 	2844N 08203W 	 
 	US  SCI 	Sun City 	Sun City 	AZ 	--3----- 	RL 	9909 	 	 	 
 	US  SJY 	Sun City 	Sun City 	FL 	--3----- 	RQ 	9307 	 	 	 
 	US  UNY 	Sun City 	Sun City 	KS 	--3----- 	RL 	0201 	 	3722N 09855W 	 
 	US  XZI 	Sun City 	Sun City 	CA 	--3----- 	RL 	0901 	 	3342N 11711W 	 
 	US  SPE 	Sun Prairie 	Sun Prairie 	WI 	--3----- 	RQ 	9307 	 	 	 
 	US  SUO 	Sun River 	Sun River 	OR 	---4---- 	AI 	0001 	 	 	 
 	US  JUV 	Sun Valley 	Sun Valley 	NV 	--3----- 	RQ 	1001 	 	3935N 11946W 	 
 	US  SVY 	Sun Valley 	Sun Valley 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  SUN 	Sun Valley-Hailey Apt 	Sun Valley-Hailey Apt 	ID 	---4---- 	AI 	0001 	 	 	 
 	US  7SM 	Sunburst 	Sunburst 	MT 	--3----- 	AA 	1507 	 	4853N 11154W 	 
 	US  SRJ 	Sunbury 	Sunbury 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  SRZ 	Sunbury 	Sunbury 	OH 	--3----- 	RQ 	9307 	 	 	 
 	US  SKQ 	Suncook 	Suncook 	NH 	--3----- 	RQ 	9307 	 	 	 
 	US  SUC 	Sundance 	Sundance 	WY 	---4---- 	AI 	0001 	 	 	 
 	US  SD5 	Sundance 	Sundance 	UT 	-23--6-- 	RQ 	0907 	 	2335N 13454W 	 
+ 	US  S5E 	Sunfield 	Sunfield 	MI 	--3----- 	RL 	1601 	 	4245N 08459W 	 
 	US  JWR 	Sunflower 	Sunflower 	MS 	--3----- 	RL 	0901 	 	3332N 09032W 	 
 	US  SND 	Sunland 	Sunland 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  XSP 	Sunland Park 	Sunland Park 	NM 	--3----- 	RL 	0201 	 	3148N 10633W 	 
 	US  SM3 	Sunman 	Sunman 	IN 	-23--6-- 	RL 	0607 	 	3914N 08506W 	 
 	US  XSU 	Sunny Isles 	Sunny Isles 	FL 	--3----- 	RL 	0401 	 	2557N 08007W 	 
 	US  SUT 	Sunny Point 	Sunny Point 	NC 	1------- 	RL 	0101 	 	3359N 07757W 	 
 	US  YUY 	Sunny Side 	Sunny Side 	GA 	-23----- 	RL 	0701 	 	3320N 08417W 	 
 	US  SUY 	Sunnyside 	Sunnyside 	WA 	--3----- 	RQ 	9307 	 	 	 
 	US  SS6 	Sunnyside, Queens 	Sunnyside, Queens 	NY 	-23--6-- 	RL 	0607 	 	4044N 07355W 	 
 	US  UNP 	Sunnyslope 	Sunnyslope 	ID 	--3--6-- 	RL 	0401 	 	4335N 11647W 	 
 	US  SNN 	Sunnyvale 	Sunnyvale 	CA 	--3----- 	RQ 	9008 	 	 	 
 	US  SVD 	Sunnyvale 	Sunnyvale 	TX 	--3----- 	RQ 	9307 	 	 	 
 	US  UOL 	Sunol 	Sunol 	CA 	-23--6-- 	RL 	0601 	 	3735N 12153W 	 
 	US  UNR 	Sunray 	Sunray 	TX 	-23--6-- 	RL 	0401 	 	3601N 10149W 	 
 	US  XUN 	Sunrise 	Sunrise 	FL 	--3----- 	RL 	0201 	 	2609N 08016W 	 
 	US  ZZZ 	Sunrise Beach 	Sunrise Beach 	MO 	--3----- 	RL 	0701 	 	3810N 09247W 	 
 	US  SNC 	Sunset 	Sunset 	CA 	-23--6-- 	RL 	0601 	 	3915N 12139W 	 
 	US  SS4 	Sunset 	Sunset 	UT 	-23--6-- 	RL 	0607 	 	4109N 11202W 	 
 	US  SU6 	Sunset 	Sunset 	LA 	--3--6-- 	RL 	1107 	 	3025N 09204W 	 
 	US  S99 	Sunset Beach 	Sunset Beach 	NC 	--3----- 	RL 	1207 	 	3353N 07830W 	 
 	US  SBE 	Sunset Beach 	Sunset Beach 	CA 	--3----- 	RL 	0507 	 	3342N 11804W 	 
 	US  UEA 	Sunset Hills 	Sunset Hills 	MO 	--3----- 	RL 	0901 	 	3832N 09024W 	 
 	US  SWE 	Sunset Whitney Ranch 	Sunset Whitney Ranch 	CA 	--3----- 	RQ 	9506 	 	 	 
 	US  9SH 	Sunshine 	Sunshine 	LA 	------7- 	RL 	1301 	 	2931N 09044W 	 
 	US  SHA 	Sunshine 	Sunshine 	AL 	--3----- 	RQ 	9307 	 	 	 
 	US  9OQ 	Superior 	Superior 	CO 	--3----- 	RL 	1307 	 	3957N 10510W 	 
 	US  AZ3 	Superior 	Superior 	AZ 	--3----- 	AA 	1507 	 	3317N 11105W 	 
 	US  SUW 	Superior 	Superior 	WI 	1--4---- 	AI 	9601 	 	 	 
 	US  UPR 	Superior 	Superior 	NE 	-23--6-- 	RL 	0401 	 	4001N 09804W 	 
 	US  ST8 	Superior Township 	Superior Township 	MI 	--3----- 	RL 	0901 	 	4218N 08342W 	 
 	US  LQF 	Supply Brunswick County 	Supply Brunswick County 	NC 	1----6-- 	RQ 	0907 	 	3413N 78164W 	 
 	US  SYX 	Supreme 	Supreme 	LA 	--3----- 	RQ 	9307 	 	 	 
 	US  UIQ 	Suquamish 	Suquamish 	WA 	--3----- 	RL 	1301 	 	4743N 12233W 	 
 	US  SC5 	Surf City 	Surf City 	NJ 	--3----- 	RL 	0607 	 	3939N 07410W 	 
 	US  UIY 	Surf City 	Surf City 	NC 	--3----- 	RL 	0901 	 	3425N 07732W 	 
 	US  FUF 	Surfside 	Surfside 	FL 	--3----- 	RL 	1301 	 	2552N 08007W 	 
 	US  FBC 	Surfside Beach 	Surfside Beach 	SC 	--3----- 	RQ 	0901 	 	3336N 07858W 	 
 	US  SGO 	Surgoinsville 	Surgoinsville 	TN 	--3----- 	RQ 	9307 	 	 	 
 	US  SGZ 	Suring 	Suring 	WI 	--3----- 	RQ 	9307 	 	 	 
 	US  URS 	Surprise 	Surprise 	AZ 	--3----- 	RL 	0901 	 	3337N 11219W 	 
 	US  RRU 	Surrency 	Surrency 	GA 	-23--6-- 	RL 	0701 	 	3143N 08212W 	 
 	US  QRY 	Surry 	Surry 	VA 	--3--6-- 	RL 	0607 	 	3708N 07650W 	 
 	US  SVE 	Susanville 	Susanville 	CA 	---4---- 	AI 	0001 	 	 	 
 	US  UIT 	Susitna 	Susitna 	AK 	1------- 	RL 	1201 	 	6132N 15030W 	 
 	US  SH7 	Susquehanna 	Susquehanna 	PA 	-23--6-- 	RL 	0607 	 	4157N 07536W 	 
 	US  UEX 	Sussex 	Sussex 	NJ 	--3----- 	RL 	0901 	 	4112N 07436W 	 
 	US  SSY 	Sussex 	Sussex 	WI 	--3----- 	RQ 	9307 	 	 	 
 	US  SV6 	Sutersville 	Sutersville 	PA 	-23----- 	RL 	0607 	 	4014N 07948W 	 
 	US  ZSD 	Sutherland 	Sutherland 	VA 	1-3--6-- 	RL 	0307 	 	3711N 07733W 	 
 	US  UEN 	Sutherland 	Sutherland 	NE 	--3----- 	RL 	1201 	 	4109N 10107W 	 
 	US  SLD 	Sutherlin 	Sutherlin 	OR 	--3----- 	RQ 	9307 	 	 	 
 	US  ZIJ 	Sutherlin 	Sutherlin 	VA 	-----6-- 	RL 	0901 	 	3637N 07911W 	 
 	US  SMS 	Sutter 	Sutter 	CA 	--3----- 	RL 	0401 	 	3909N 12145W 	 
 	US  XXK 	Sutter Creek 	Sutter Creek 	CA 	-----6-- 	RL 	0901 	 	3823N 12048W 	 
 	US  S55 	Sutton 	Sutton 	NE 	--3----- 	AA 	1507 	 	4036N 09751W 	 
 	US  TON 	Sutton 	Sutton 	MA 	--3----- 	RL 	9008 	 	4208N 07146W 	 
 	US  SUP 	Sutton 	Sutton 	WV 	--3----- 	RQ 	9307 	 	 	 
 	US  SXU 	Sutton 	Sutton 	AK 	--3----- 	RQ 	9307 	 	 	 
 	US  ZYY 	Suttons Bay 	Suttons Bay 	MI 	123----- 	RL 	0607 	 	4458N 08539W 	 
 	US  SVG 	Suwanee 	Suwanee 	GA 	--3----- 	RQ 	9307 	 	 	 
 	US  S8E 	Suwannee 	Suwannee 	FL 	--3----- 	RL 	1501 	 	2919N 08308W 	 
 	US  SWJ 	Swainsboro 	Swainsboro 	GA 	--3----- 	RQ 	9307 	 	 	 
 	US  USW 	Swampscott 	Swampscott 	MA 	--3----- 	RL 	1401 	 	4228N 07055W 	 
 	US  6SL 	Swan Lake 	Swan Lake 	NY 	--3----- 	RL 	1407 	 	4145N 07446W 	 
 	US  SQ2 	Swan Quarter 	Swan Quarter 	NC 	--3----- 	RL 	1301 	 	3524N 07619W 	 
 	US  VXA 	Swan Valley 	Swan Valley 	ID 	--3----- 	RL 	1201 	 	4327N 11120W 	 
 	US  SNO 	Swannanoa 	Swannanoa 	NC 	--3----- 	RQ 	9307 	 	 	 
 	US  AE5 	Swansea 	Swansea 	MA 	--3--6-- 	RL 	0607 	 	4145N 07111W 	 
 	US  SS5 	Swansea 	Swansea 	SC 	-23----- 	RL 	0607 	 	3344N 08106W 	 
 	US  SW6 	Swansea 	Swansea 	IL 	-23----- 	RL 	0607 	 	3832N 08959W 	 
 	US  SWA 	Swanton 	Swanton 	VT 	--3----- 	RQ 	9307 	 	 	 
 	US  SWQ 	Swanton 	Swanton 	OH 	--3----- 	RQ 	9307 	 	 	 
 	US  S3V 	Swanville 	Swanville 	MN 	--3----- 	RL 	1501 	 	4554N 09438W 	 
 	US  SW5 	Swanzey 	Swanzey 	NH 	--3--6-- 	RL 	0607 	 	4252N 07217W 	 
 	US  XWR 	Swarthmore/Philadelphia 	Swarthmore/Philadelphia 	PA 	--3----- 	RL 	0201 	 	3954N 07521W 	 
 	US  SXZ 	Swartz Creek 	Swartz Creek 	MI 	--3----- 	RL 	0401 	 	4257N 08349W 	 
 	US  SW7 	Swatara 	Swatara 	PA 	-----6-- 	RL 	0901 	 	4014N 07647W 	 
 	US  SDS 	Swedesboro 	Swedesboro 	NJ 	--3----- 	RQ 	9307 	 	 	 
 	US  DXU 	Sweeny 	Sweeny 	TX 	-----6-- 	RL 	0901 	 	0292N 09541W 	 
 	US  SWG 	Sweet Grass 	Sweet Grass 	MT 	--3----B 	RN 	0105 	 	4859N 11157W 	 
 	US  HOE 	Sweet Home 	Sweet Home 	OR 	--3----- 	RQ 	9307 	 	 	 
 	US  SS9 	Sweet Springs 	Sweet Springs 	MO 	-23----- 	RL 	1201 	 	3857N 09324W 	 
 	US  AAJ 	Sweetwater 	Sweetwater 	FL 	--3----- 	RQ 	9307 	 	 	 
 	US  SWW 	Sweetwater 	Sweetwater 	TX 	---4---- 	AI 	9601 	 	 	 
 	US  WW8 	Sweetwater 	Sweetwater 	OK 	--3----- 	RQ 	0907 	 	3525N 09954W 	 
 	US  WWE 	Sweetwater 	Sweetwater 	TN 	--3----- 	RL 	0201 	 	3536N 08427W 	 
 	US  SWZ 	Swepsonville 	Swepsonville 	NC 	--3----- 	RQ 	9506 	 	 	 
 	US  XSN 	Swifton 	Swifton 	AR 	--3----- 	RL 	1301 	 	3549N 09107W 	 
 	US  IWT 	Swiftwater 	Swiftwater 	PA 	--3----- 	RL 	0901 	 	4105N 07519W 	 
 	US  JWI 	Swisher 	Swisher 	IA 	--3----- 	RQ 	1001 	 	4150N 09141W 	 
 	US  SWI 	Swissvale 	Swissvale 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  ZSW 	Switzer 	Switzer 	WV 	-23----- 	RL 	0901 	 	3748N 08159W 	 
 	US  ZS2 	Swoope 	Swoope 	VA 	1------- 	RL 	1201 	 	3809N 07912W 	 
 	US  DSK 	Swords Creek 	Swords Creek 	VA 	-23--6-- 	RL 	0607 	 	3702N 08155W 	 
 	US  S3Y 	Sycamore 	Sycamore 	AL 	--3----- 	RL 	1407 	 	3315N 08612W 	 
 	US  ZIS 	Sycamore 	Sycamore 	OH 	-----6-- 	RL 	0901 	 	4056N 08310W 	 
 	US  YYC 	Sycamore 	Sycamore 	GA 	-23--6-- 	RL 	0401 	 	3140N 08338W 	 
 	US  SYC 	Sycamore 	Sycamore 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  YDY 	Sydney 	Sydney 	ND 	--3--6-- 	RL 	0607 	 	4644N 09846W 	 
 	US  S6K 	Sykesville 	Sykesville 	PA 	--3----- 	RL 	1407 	 	4102N 07849W 	 
 	US  ZJF 	Sykesville 	Sykesville 	MD 	-----6-- 	RL 	0901 	 	3922N 07658W 	 
 	US  SYU 	Sylacauga 	Sylacauga 	AL 	--3----- 	RQ 	9307 	 	 	 
 	US  SYY 	Sylmar 	Sylmar 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  SL6 	Sylva 	Sylva 	NC 	--3----- 	RQ 	1001 	 	3522N 08313W 	 
 	US  YNL 	Sylvan Lake 	Sylvan Lake 	MI 	-23----- 	RL 	0701 	 	4236N 08319W 	 
 	US  YNX 	Sylvania 	Sylvania 	AL 	--3----- 	RL 	1207 	 	3433N 08548W 	 
 	US  XMZ 	Sylvania 	Sylvania 	GA 	--3----- 	RQ 	9307 	 	 	 
 	US  YL9 	Sylvania 	Sylvania 	OH 	1----6-- 	RL 	1201 	 	4143N 08342W 	 
 	US  SYV 	Sylvester 	Sylvester 	GA 	--34---- 	AI 	9601 	 	 	 
 	US  YMO 	Symsonia 	Symsonia 	KY 	--3--6-- 	RL 	0501 	 	3655N 08831W 	 
 	US  SYQ 	Syosset 	Syosset 	NY 	--3----- 	RQ 	9008 	 	 	 
 	US  JAU 	Syracuse 	Syracuse 	UT 	--3----- 	RL 	1207 	 	4105N 11203W 	 
 	US  YRA 	Syracuse 	Syracuse 	NE 	-23--6-- 	RL 	0401 	 	4039N 09611W 	 
 	US  YCS 	Syracuse 	Syracuse 	OH 	--3----- 	RL 	0901 	 	3859N 08158W 	 
 	US  SYR 	Syracuse 	Syracuse 	NY 	1--4---- 	AI 	0001 	 	 	 
 	US  SYZ 	Syracuse 	Syracuse 	IN 	--3----- 	RQ 	9307 	 	 	 
 	US  TAB 	Tabb 	Tabb 	VA 	--3----- 	RL 	0201 	 	3707N 07627W 	 
 	US  TBQ 	Tabernacle 	Tabernacle 	NJ 	--3----- 	RL 	1201 	 	3950N 07442W 	 
 	US  TA4 	Tabernash 	Tabernash 	CO 	--3----- 	RL 	1301 	 	3959N 10550W 	 
 	US  TB3 	Tabor 	Tabor 	SD 	1------- 	RL 	1201 	 	4256N 09739W 	 
 	US  XNC 	Tabor 	Tabor 	IA 	--3----- 	RQ 	9307 	 	 	 
 	US  QTB 	Tabor City 	Tabor City 	NC 	1-3--6-- 	RL 	0307 	 	3408N 07852W 	 
 	US  TIW 	Tacoma 	Tacoma 	WA 	1--4---- 	AI 	9601 	 	 	 
 	US  TCH 	Taconite Harbor 	Taconite Harbor 	MN 	1-3----- 	RL 	0401 	 	4731N 09055W 	 
 	US  TF2 	Taft 	Taft 	CA 	-23--6-- 	RL 	0607 	 	3508N 11927W 	 
 	US  TFT 	Taft 	Taft 	LA 	1-3----- 	RL 	1207 	 	2959N 09026W 	 
 	US  TF4 	Taft, Orange 	Taft, Orange 	FL 	--3---7- 	RL 	1101 	 	2825N 08121W 	County Orange 
 	US  TFX 	Tafton 	Tafton 	PA 	--3----- 	RL 	1307 	 	4124N 07511W 	 
 	US  TAF 	Taftville 	Taftville 	CT 	--3----- 	RL 	0501 	 	4134N 07202W 	 
 	US  TGU 	Tahlequah 	Tahlequah 	OK 	--3----- 	RQ 	9307 	 	 	 
 	US  HNE 	Tahneta Pass Lodge 	Tahneta Pass Lodge 	AK 	---4---- 	AI 	0001 	 	 	 
 	US  TAC 	Tahoe City 	Tahoe City 	CA 	--3----- 	RL 	0001 	 	 	 
 	US  TAH 	Tahoka 	Tahoka 	TX 	--3----- 	RQ 	9506 	 	 	 
 	US  AQK 	Tahoma 	Tahoma 	CA 	--3----- 	AA 	1507 	 	3904N 12007W 	 
 	US  TA3 	Tahuya 	Tahuya 	WA 	1------- 	RL 	1207 	 	4722N 12303W 	 
